,transaction_ID,transaction_type,transaction_date,transaction_status,transferring_registry,transferring_account_type,transferring_account_name,transferring_account_ID,transferring_account_holder,acquiring_registry,acquiring_account_type,acquiring_account_name,acquiring_account_ID,acquiring_account_holder,units
371,EU520383,10-2,2019-04-29 17:00:47.516,Completed,Germany,100,712 - Anlagenkonto,5014540,EWN Entsorgungswerk für Nuklearanlagen GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,22584
372,EU520061,10-2,2019-04-29 16:57:35.845,Completed,Germany,100,1232 - Anlagenkonto,5014515,Technische Universität München,European Commission,100,EU Allowance deletion,5016380,European Commission,28737
373,EU520400,10-72,2019-04-29 16:54:32.22,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Poland,100,OPOCZNO,5020060,Ceramika Paradyż Sp. z o.o.,270
374,EU520389,10-71,2019-04-29 16:53:41.903,Completed,Poland,100,OPOCZNO,5020060,Ceramika Paradyż Sp. z o.o.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,270
375,EU520398,10-72,2019-04-29 16:52:54.373,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Poland,100,WIELKA WOLA,5020059,Ceramika Paradyż Sp. z o.o.,1269
376,EU520380,10-2,2019-04-29 16:52:14.482,Completed,Portugal,100,105-Petróleos de Portugal - Petrogal S.A,5003982,Petróleos de Portugal - Petrogal S.A,European Commission,100,EU Allowance deletion,5016380,European Commission,857169
377,EU520387,10-71,2019-04-29 16:52:04.17,Completed,Poland,100,WIELKA WOLA,5020059,Ceramika Paradyż Sp. z o.o.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1269
378,EU520393,10-72,2019-04-29 16:51:16.145,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Poland,100,TOMASZÓW 1,5020057,Ceramika Paradyż Sp. z o.o.,1200
379,EU520382,10-71,2019-04-29 16:50:09.435,Completed,Poland,100,TOMASZÓW 1,5020057,Ceramika Paradyż Sp. z o.o.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1200
380,EU520391,10-72,2019-04-29 16:50:05.937,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Poland,100,TOMASZÓW 2,5020058,Ceramika Paradyż Sp. z o.o.,1109
381,EU520384,10-71,2019-04-29 16:49:09.299,Completed,Poland,100,TOMASZÓW 2,5020058,Ceramika Paradyż Sp. z o.o.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1109
382,EU520388,10-72,2019-04-29 16:48:35.77,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Poland,100,PARADYŻ,5020056,Ceramika Paradyż Sp. z o.o.,994
383,EU520381,10-71,2019-04-29 16:47:27.115,Completed,Poland,100,PARADYŻ,5020056,Ceramika Paradyż Sp. z o.o.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,994
384,EU520363,10-2,2019-04-29 16:43:34.893,Completed,Spain,100,"DIOXIPE SOLAR, S.L.-Astexol 2",5016770,"DIOXIPE SOLAR, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,1608
385,EU519764,10-0,2019-04-29 16:37:40.236,Completed,Italy,100,IMI ETS,5021939,INEOS MANUFACTURING ITALIA S.p.A.,Italy,100,Operator Account,5012479,SOLVAY CHIMICA ITALIA SPA,67848
386,EU520373,10-2,2019-04-29 16:37:33.473,Completed,Spain,100,Central Solar Termosolar ASTE 1A,5017937,"Aries Solar Termoeléctrica, S,L",European Commission,100,EU Allowance deletion,5016380,European Commission,760
387,EU520374,10-2,2019-04-29 16:35:05.437,Completed,Spain,100,Central Solar Termosolar ASTE 1B,5017938,"Aries Solar Termoeléctrica, S,L",European Commission,100,EU Allowance deletion,5016380,European Commission,856
388,EU519675,10-2,2019-04-29 16:34:35.13,Completed,Hungary,100,Operator Account:HU95,5011730,IMERYS Magyarország Tûzállóanyaggyártó Kft.,European Commission,100,EU Allowance deletion,5016380,European Commission,6673
389,EU519754,10-0,2019-04-29 16:33:42.023,Completed,United Kingdom,100,Redshaw Advisors,5023004,Louis Redshaw,Germany,100,Air X Charter GmbH & Co. KG,5027787,Air X Charter (Germany) GmbH & Co. KG,7208
390,EU520249,10-2,2019-04-29 16:32:09.326,Completed,Germany,100,580 - Anlagenkonto,5015863,LENK Paper GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,19003
391,EU503107,10-2,2019-04-29 16:28:08.311,Completed,Netherlands,100,Wormdal Vastgoed BV,5011108,Wormdal Vastgoed B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,61
392,EU519749,10-0,2019-04-29 16:23:25.391,Completed,Norway,100,Hellefoss Paper AS,5012239,Hellefoss Paper AS,Denmark,100,Energi Danmark,5006414,ENERGI DANMARK A/S,10000
393,EU520370,10-2,2019-04-29 16:22:42.0,Completed,Belgium,100,220 Clarebout Potatoes,5004619,Clarebout Potatoes,European Commission,100,EU Allowance deletion,5016380,European Commission,48797
394,EU516733,10-2,2019-04-29 16:20:56.638,Completed,Sweden,100,PC Lövholmens såg,5001434,Klubbgärdet Fastighets AB,European Commission,100,EU Allowance deletion,5016380,European Commission,26
395,EU520359,10-2,2019-04-29 16:20:50.195,Completed,Hungary,100,Mercedes-BMH,5011911,Mercedes-Benz Manufacturing Hungary Kft.,European Commission,100,EU Allowance deletion,5016380,European Commission,16927
396,EU520368,10-2,2019-04-29 16:20:00.896,Completed,Denmark,100,"NCC Industry A/S, Trige",5006552,NCC Industry A/S,European Commission,100,EU Allowance deletion,5016380,European Commission,1130
397,EU520371,10-2,2019-04-29 16:18:39.905,Completed,Denmark,100,"NCC Industry A/S, Herlev",5006554,NCC Industry A/S,European Commission,100,EU Allowance deletion,5016380,European Commission,376
398,EU520369,10-2,2019-04-29 16:17:01.108,Completed,France,100,ISRAIR AIRLINES & TOURISM LTD,5021865,ISRAIR AIRLINES & TOURISM LTD,European Commission,100,EU Allowance deletion,5016380,European Commission,619
399,EU519740,10-0,2019-04-29 16:12:53.011,Completed,Denmark,100,"NCC Industry A/S, Ejby",5006553,NCC Industry A/S,Denmark,100,"NCC Industry A/S, Herlev",5006554,NCC Industry A/S,20
400,EU519739,10-0,2019-04-29 16:11:54.459,Completed,Italy,100,Operator Account,5012371,Kineo Energy & Facility srl,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",2308
401,EU519738,10-0,2019-04-29 16:11:24.582,Completed,Denmark,100,"NCC Industry A/S, Odense",5006416,NCC Industry A/S,Denmark,100,"NCC Industry A/S, Herlev",5006554,NCC Industry A/S,371
402,EU519735,10-0,2019-04-29 16:09:55.353,Completed,Denmark,100,"NCC Industry A/S, Odense",5006416,NCC Industry A/S,Denmark,100,"NCC Industry A/S, Trige",5006552,NCC Industry A/S,1135
403,EU520367,10-72,2019-04-29 16:09:54.678,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,France,100,ISRAIR AIRLINES & TOURISM LTD,5021865,ISRAIR AIRLINES & TOURISM LTD,88
404,EU520217,10-2,2019-04-29 16:09:03.94,Completed,Italy,100,Operator Account,5012382,Azienda Socio Sanitaria Territoriale di Monza,European Commission,100,EU Allowance deletion,5016380,European Commission,10101
405,EU520353,10-71,2019-04-29 16:08:58.922,Completed,France,100,ISRAIR AIRLINES & TOURISM LTD,5021865,ISRAIR AIRLINES & TOURISM LTD,European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,88
406,EU519593,10-0,2019-04-29 16:07:14.447,Completed,Norway,100,Pelagia AS Karmsund Fiskemel,5012248,Pelagia AS,Norway,100,Pelagia AS Bodø Sildoljefabrikk,5012213,Pelagia AS,3972
407,EU519599,10-0,2019-04-29 16:06:04.294,Completed,Norway,100,Pelagia AS Karmsund Fiskemel,5012248,Pelagia AS,Norway,100,Pelagia AS Måløy Sildoljefabrikk,5012255,Pelagia AS,4868
408,EU520183,10-2,2019-04-29 16:05:40.605,Completed,Portugal,100,"5677-Campil - Agro Industrial do Campo do Tejo, Lda.",5003169,"Campil - Agro Industrial do Campo do Tejo, Lda.",European Commission,100,EU Allowance deletion,5016380,European Commission,9372
409,EU519600,10-0,2019-04-29 16:04:36.618,Completed,Norway,100,Pelagia AS Egersund Sildoljefabrikk,5012221,Pelagia AS,Norway,100,Pelagia AS Måløy Sildoljefabrikk,5012255,Pelagia AS,250
410,EU520364,10-72,2019-04-29 16:04:06.765,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Belgium,100,220 Clarebout Potatoes,5004619,Clarebout Potatoes,6700
411,EU520291,10-71,2019-04-29 16:03:18.404,Completed,Belgium,100,220 Clarebout Potatoes,5004619,Clarebout Potatoes,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,6700
412,EU520361,10-72,2019-04-29 16:03:10.012,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Belgium,100,220 Clarebout Potatoes,5004619,Clarebout Potatoes,9074
413,EU520292,10-71,2019-04-29 16:02:03.803,Completed,Belgium,100,220 Clarebout Potatoes,5004619,Clarebout Potatoes,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,9074
414,EU519727,10-0,2019-04-29 15:59:57.826,Completed,Hungary,100,energott:HU284,5011876,ENERGOTT Kft.,Hungary,100,HF. Formula Kft.,5027689,HF. Formula Kft.,1898
415,EU520355,10-2,2019-04-29 15:59:03.532,Completed,Poland,100,Zakład Produkcyjny Wełny Mineralnej Skalnej,5024765,PETRALANA S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,35691
416,EU520349,10-0,2019-04-29 15:56:03.144,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,Ciepłownia Kłodzko,5002581,Calor Energetyka Cieplna,7910
417,EU520308,10-2,2019-04-29 15:55:24.185,Completed,Norway,100,Finnfjord AS,5018704,Finnfjord AS,European Commission,100,EU Allowance deletion,5016380,European Commission,270083
418,EU520341,10-0,2019-04-29 15:55:19.761,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,Ciepłownia Myszków,5003056,U and R CALOR,7467
419,EU519723,10-0,2019-04-29 15:53:35.567,Completed,Finland,100,CO2_Aittaluoto:FI343,5010399,Pori Energia Oy,Finland,100,Kaupankäyntitili,5018165,Pori Energia Oy,17000
420,EU519722,10-0,2019-04-29 15:52:05.045,Completed,Germany,100,2023 - Kroehnert Personenkonto,5015589,Michael Kroehnert,Germany,100,Emissionshändler.com GEMB mbH,5019435,GEMB Gesellschaft für Emissionsmanagement und Beratung mbH,3844
421,EU520350,10-0,2019-04-29 15:51:40.153,Completed,Norway,100,Statkraft Energi AS,5016874,Statkraft Energi AS,Norway,100,"Eramet Norway AS, Porsgrunn",5018840,Eramet Norway AS,8000
422,EU520316,10-0,2019-04-29 15:51:08.503,Completed,France,100,MERCURIA ENERGY TRADING SA,5016876,MERCURIA ENERGY TRADING SA,France,100,EDF TRADING LIMITED,5027028,EDF TRADING LTD,34560
423,EU520346,10-0,2019-04-29 15:50:33.156,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Hungary,100,energott:HU284,5011876,ENERGOTT Kft.,98
424,EU520340,10-2,2019-04-29 15:50:11.68,Completed,Germany,100,FoamPartner Germany GmbH,5027799,Recticel Engineered Foams Germany GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,981
425,EU519728,10-0,2019-04-29 15:50:00.522,Completed,Slovakia,100,VEGUM SLOVENSKO a.s.,5003615,VEGUM a. s.,Slovakia,100,"PETUM, s.r.o.",5003555,PETUM s.r.o.,4000
426,EU520348,10-0,2019-04-29 15:49:23.874,Completed,France,100,BNP PARIBAS,5027964,BNP PARIBAS,Spain,100,"Naturgy Energy Group, S.A.",5017187,"Naturgy Energy Group, S.A.",23000
427,EU520335,10-0,2019-04-29 15:48:43.884,Completed,Italy,100,Aitherco2 SpA,5016984,AitherCO2 SIM SpA,Italy,100,Operator Account,5013228,Marangoni S.p.A.,14500
428,EU520345,10-0,2019-04-29 15:47:58.43,Completed,France,100,BNP PARIBAS,5027964,BNP PARIBAS,Italy,100,ENEL TRADE ITALIA,5016899,Enel Global Trading S.p.A.,32000
429,EU520110,10-2,2019-04-29 15:47:51.79,Completed,France,100,TRONOX FRANCE SAS,5023599,TRONOX FRANCE SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,26181
430,EU520344,10-72,2019-04-29 15:45:23.433,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Poland,100,Zakład Produkcyjny Wełny Mineralnej Skalnej,5024765,PETRALANA S.A.,1606
431,EU520342,10-0,2019-04-29 15:44:41.736,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,Kotłownia Zakładowa,5002694,HGBS FINANSE S.A.,1422
432,EU520334,10-0,2019-04-29 15:44:39.289,Completed,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,Spain,100,"Repsol Trading, S.A.",5024180,"Repsol Trading, S.A",399000
433,EU520337,10-71,2019-04-29 15:44:23.521,Completed,Poland,100,Zakład Produkcyjny Wełny Mineralnej Skalnej,5024765,PETRALANA S.A.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1606
434,EU520336,10-2,2019-04-29 15:41:32.337,Completed,Luxembourg,100,KRONOSPAN ENERGY S.A.,5027997,KRONOSPAN ENERGY S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,1934
435,EU520317,10-0,2019-04-29 15:40:59.399,Completed,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,Netherlands,100,Mitsui Bussan Commodities #1,5027970,Mitsui Bussan Commodities Ltd,345000
436,EU520339,10-0,2019-04-29 15:40:56.35,Completed,France,100,BNP PARIBAS,5027964,BNP PARIBAS,Netherlands,100,BNP Paribas London Branch,5027681,BNP Paribas London Branch,812000
437,EU520326,10-2,2019-04-29 15:40:48.054,Completed,Poland,100,KOKSOWNIA,5002958,Koksownia Bytom,European Commission,100,EU Allowance deletion,5016380,European Commission,31634
438,EU520221,10-2,2019-04-29 15:40:18.793,Completed,Austria,100,Profümed GmbH,5004199,Profümed GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,3785
439,EU520321,10-0,2019-04-29 15:39:56.811,Completed,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",3000
440,EU520329,10-2,2019-04-29 15:39:40.023,Completed,Czech Republic,100,Trelleborg Wheel Systems Czech Republic - Plynová kotelna,5006619,Trelleborg Wheel Systems Czech Republic a.s.,European Commission,100,EU Allowance deletion,5016380,European Commission,13404
441,EU520338,10-0,2019-04-29 15:39:08.137,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Hungary,100,energott:HU284,5011876,ENERGOTT Kft.,1800
442,EU519700,10-0,2019-04-29 15:38:58.88,Completed,Lithuania,100,Operator Account:LT54,5006045,AB Siauliu energija,Netherlands,100,ACT Carbon,5011173,ACT Financial Solutions B.V.,4000
443,EU520319,10-0,2019-04-29 15:38:42.65,Completed,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,United Kingdom,100,Redshaw Advisors,5023004,Louis Redshaw,7000
444,EU519712,10-0,2019-04-29 15:36:50.248,Completed,Slovenia,100,Pivovarna Union,5008688,PIVOVARNA LAŠKO UNION d.o.o.,Slovenia,100,NAHA for account [1],5008619,Agencija Republike Slovenije za okolje,516
445,EU520325,10-2,2019-04-29 15:36:29.395,Completed,France,100,NEW DURALEX INTERNATIONAL,5005637,NEW DURALEX INTERNATIONAL,European Commission,100,EU Allowance deletion,5016380,European Commission,27095
446,EU520223,10-2,2019-04-29 15:35:38.009,Completed,Portugal,100,Eden Jets Ltd,5027825,Eden Jets Ltd.,European Commission,100,EU Allowance deletion,5016380,European Commission,265
447,EU519598,10-0,2019-04-29 15:34:53.442,Completed,Norway,100,"Eramet Norway AS, Porsgrunn",5018840,Eramet Norway AS,Norway,100,"Eramet Norway AS, Sauda",5018864,Eramet Norway AS,10000
448,EU518473,10-2,2019-04-29 15:33:58.314,Completed,Ireland,100,Amazon Dub 9 Operator Holding Account,5023814,Amazon Data Services Ireland Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,224
449,EU518474,10-2,2019-04-29 15:32:34.631,Completed,Ireland,100,Amazon Dub 10 Operator Holding Account,5023815,Amazon Data Services Ireland Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,103
450,EU520333,10-0,2019-04-29 15:32:01.99,Completed,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,Slovenia,100,Adria Airways d.d.,5000337,Adria Airways d.o.o.- V STEČAJU,3916
451,EU518878,10-2,2019-04-29 15:31:09.495,Completed,Hungary,100,Operator Account:HU134,5011918,Magyar Suzuki ZRt.,European Commission,100,EU Allowance deletion,5016380,European Commission,15238
452,EU519332,10-2,2019-04-29 15:30:53.608,Completed,Ireland,100,Amazon Dub 8 Operator Holding Account,5023813,Amazon Data Services Ireland Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,343
453,EU519691,10-0,2019-04-29 15:30:14.406,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Poland,100,OPOCZNO,5020060,Ceramika Paradyż Sp. z o.o.,270
454,EU519336,10-2,2019-04-29 15:29:27.466,Completed,Ireland,100,Amazon Dub 56 Operator Holding Account,5027012,Amazon Data Services Ireland Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,3171
455,EU519689,10-0,2019-04-29 15:28:55.968,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Poland,100,WIELKA WOLA,5020059,Ceramika Paradyż Sp. z o.o.,1269
456,EU520307,10-2,2019-04-29 15:28:25.285,Completed,Germany,100,329 - Anlagenkonto,5015747,Ernst Ziegelwerk GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,3972
457,EU519579,10-2,2019-04-29 15:28:21.732,Completed,Belgium,100,358 RÜTGERS Belgium,5004389,RAIN CARBON,European Commission,100,EU Allowance deletion,5016380,European Commission,77878
458,EU519685,10-0,2019-04-29 15:28:16.411,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Poland,100,TOMASZÓW 2,5020058,Ceramika Paradyż Sp. z o.o.,1109
459,EU519683,10-0,2019-04-29 15:27:23.263,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Poland,100,TOMASZÓW 1,5020057,Ceramika Paradyż Sp. z o.o.,1200
460,EU519338,10-2,2019-04-29 15:27:13.541,Completed,Ireland,100,Amazon Data Services Ireland Limited,5025901,Amazon Data Services Ireland Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,149
461,EU519671,10-0,2019-04-29 15:26:44.27,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Poland,100,PARADYŻ,5020056,Ceramika Paradyż Sp. z o.o.,994
462,EU520299,10-2,2019-04-29 15:25:59.778,Completed,France,100,SOFIVO CHAMPDENIERS,5005937,SOFIVO SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,26876
463,EU520330,10-0,2019-04-29 15:25:48.475,Completed,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,Finland,100,CO2-päästöleikkuripalvelu,5027367,CO2Esto Oy,700
464,EU518451,10-0,2019-04-29 15:25:20.086,Completed,France,100,CPTE DISLAUB,5005871,SOUGNEZ,France,100,CRISTAL UNION - ETS DE BAZANCOURT,5005789,CRISTAL UNION,15242
